ANIO_MES,AÑO,MES,MES_NOMBRE,ENTIDAD,CONCEPTO,TIPO,CASOS
2024-05,2024,5,MAYO,CHIHUAHUA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,DURANGO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,DURANGO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0
2024-05,2024,5,MAYO,GUANAJUATO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,GUANAJUATO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0
2024-05,2024,5,MAYO,GUERRERO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,GUERRERO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0
2024-05,2024,5,MAYO,HIDALGO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,HIDALGO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0
2024-05,2024,5,MAYO,JALISCO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,MEXICO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,MEXICO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0
2024-05,2024,5,MAYO,MICHOACAN,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,MICHOACAN,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0
2024-05,2024,5,MAYO,MORELOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,MORELOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0
2024-05,2024,5,MAYO,NAYARIT,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,NAYARIT,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0
2024-05,2024,5,MAYO,NUEVO LEON,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,NUEVO LEON,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0
2024-05,2024,5,MAYO,OAXACA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,OAXACA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0
2024-05,2024,5,MAYO,PUEBLA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,QUERETARO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,QUINTANA ROO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,SAN LUIS POTOSI,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,SINALOA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,TABASCO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,TABASCO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0
2024-05,2024,5,MAYO,TAMAULIPAS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,TLAXCALA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,TLAXCALA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0
2024-05,2024,5,MAYO,VERACRUZ,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,VERACRUZ,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0
2024-05,2024,5,MAYO,YUCATAN,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0
2024-05,2024,5,MAYO,YUCATAN,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0
2024-05,2024,5,MAYO,ZACATECAS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0
2024-06,2024,6,JUNIO,BAJA CALIFORNIA,CONTRA LA SALUD,POSESION,49
2024-06,2024,6,JUNIO,GUANAJUATO,CONTRA LA SALUD,POSESION,24
2024-06,2024,6,JUNIO,CIUDAD DE MEXICO,CONTRA LA SALUD,TRAFICO,18
2024-06,2024,6,JUNIO,SINALOA,CONTRA LA SALUD,TRANSPORTE,18
2024-06,2024,6,JUNIO,SONORA,CONTRA LA SALUD,TRANSPORTE,16
2024-06,2024,6,JUNIO,COLIMA,CONTRA LA SALUD,POSESION,15
2024-06,2024,6,JUNIO,JALISCO,CONTRA LA SALUD,POSESION,13
2024-06,2024,6,JUNIO,NUEVO LEON,CONTRA LA SALUD,POSESION,12
2024-06,2024,6,JUNIO,BAJA CALIFORNIA,CONTRA LA SALUD,TRAFICO,11
2024-06,2024,6,JUNIO,COAHUILA,CONTRA LA SALUD,POSESION,11
2024-06,2024,6,JUNIO,CIUDAD DE MEXICO,CONTRA LA SALUD,POSESION,11
2024-06,2024,6,JUNIO,QUERETARO,CONTRA LA SALUD,TRANSPORTE,11
2024-06,2024,6,JUNIO,NUEVO LEON,CONTRA LA SALUD,TRAFICO,10
2024-06,2024,6,JUNIO,SONORA,CONTRA LA SALUD,POSESION,10
2024-06,2024,6,JUNIO,CHIHUAHUA,CONTRA LA SALUD,POSESION,9
2024-06,2024,6,JUNIO,SONORA,CONTRA LA SALUD,TRAFICO,9
2024-06,2024,6,JUNIO,AGUASCALIENTES,CONTRA LA SALUD,POSESION,8
2024-06,2024,6,JUNIO,PUEBLA,CONTRA LA SALUD,POSESION,8
2024-06,2024,6,JUNIO,SAN LUIS POTOSI,CONTRA LA SALUD,POSESION,8
2024-06,2024,6,JUNIO,SINALOA,CONTRA LA SALUD,TRAFICO,8
2024-06,2024,6,JUNIO,CHIHUAHUA,CONTRA LA SALUD,TRAFICO,7
2024-06,2024,6,JUNIO,QUINTANA ROO,CONTRA LA SALUD,POSESION,7
2024-06,2024,6,JUNIO,COAHUILA,CONTRA LA SALUD,TRANSPORTE,6
2024-06,2024,6,JUNIO,CHIAPAS,CONTRA LA SALUD,TRANSPORTE,6
2024-06,2024,6,JUNIO,QUERETARO,CONTRA LA SALUD,POSESION,6
2024-06,2024,6,JUNIO,SINALOA,CONTRA LA SALUD,POSESION,6
2024-06,2024,6,JUNIO,BAJA CALIFORNIA SUR,CONTRA LA SALUD,POSESION,5
2024-06,2024,6,JUNIO,MEXICO,CONTRA LA SALUD,TRANSPORTE,5
2024-06,2024,6,JUNIO,MEXICO,CONTRA LA SALUD,TRAFICO,5
2024-06,2024,6,JUNIO,MICHOACAN,CONTRA LA SALUD,TRAFICO,5
2024-06,2024,6,JUNIO,SAN LUIS POTOSI,CONTRA LA SALUD,TRANSPORTE,5
2024-06,2024,6,JUNIO,SAN LUIS POTOSI,CONTRA LA SALUD,COMERCIO,5
2024-06,2024,6,JUNIO,BAJA CALIFORNIA,CONTRA LA SALUD,TRANSPORTE,4
2024-06,2024,6,JUNIO,CHIAPAS,CONTRA LA SALUD,TRAFICO,4
2024-06,2024,6,JUNIO,HIDALGO,CONTRA LA SALUD,TRAFICO,4
2024-06,2024,6,JUNIO,MICHOACAN,CONTRA LA SALUD,TRANSPORTE,4
2024-06,2024,6,JUNIO,BAJA CALIFORNIA SUR,CONTRA LA SALUD,TRANSPORTE,3
2024-06,2024,6,JUNIO,CHIAPAS,CONTRA LA SALUD,POSESION,3
2024-06,2024,6,JUNIO,DURANGO,CONTRA LA SALUD,TRAFICO,3
2024-06,2024,6,JUNIO,DURANGO,CONTRA LA SALUD,POSESION,3
2024-06,2024,6,JUNIO,DURANGO,CONTRA LA SALUD,OTROS,3
2024-06,2024,6,JUNIO,JALISCO,CONTRA LA SALUD,TRANSPORTE,3
2024-06,2024,6,JUNIO,JALISCO,CONTRA LA SALUD,TRAFICO,3
2024-06,2024,6,JUNIO,MEXICO,CONTRA LA SALUD,POSESION,3
2024-06,2024,6,JUNIO,SINALOA,CONTRA LA SALUD,OTROS,3
2024-06,2024,6,JUNIO,VERACRUZ,CONTRA LA SALUD,TRAFICO,3
2024-06,2024,6,JUNIO,BAJA CALIFORNIA,CONTRA LA SALUD,PRODUCCION,2
2024-06,2024,6,JUNIO,BAJA CALIFORNIA,CONTRA LA SALUD,OTROS,2
2024-06,2024,6,JUNIO,COAHUILA,CONTRA LA SALUD,TRAFICO,2
2024-06,2024,6,JUNIO,COAHUILA,CONTRA LA SALUD,COMERCIO,2
2024-06,2024,6,JUNIO,CHIHUAHUA,CONTRA LA SALUD,TRANSPORTE,2
2024-06,2024,6,JUNIO,CHIHUAHUA,CONTRA LA SALUD,OTROS,2
2024-06,2024,6,JUNIO,DURANGO,CONTRA LA SALUD,TRANSPORTE,2
2024-06,2024,6,JUNIO,MORELOS,CONTRA LA SALUD,POSESION,2
2024-06,2024,6,JUNIO,NAYARIT,CONTRA LA SALUD,POSESION,2
2024-06,2024,6,JUNIO,NUEVO LEON,CONTRA LA SALUD,TRANSPORTE,2
2024-06,2024,6,JUNIO,QUERETARO,CONTRA LA SALUD,TRAFICO,2
2024-06,2024,6,JUNIO,SAN LUIS POTOSI,CONTRA LA SALUD,TRAFICO,2
2024-06,2024,6,JUNIO,SINALOA,CONTRA LA SALUD,PRODUCCION,2
2024-06,2024,6,JUNIO,TAMAULIPAS,CONTRA LA SALUD,TRAFICO,2
2024-06,2024,6,JUNIO,YUCATAN,CONTRA LA SALUD,TRANSPORTE,2
2024-06,2024,6,JUNIO,ZACATECAS,CONTRA LA SALUD,POSESION,2
2024-06,2024,6,JUNIO,ZACATECAS,CONTRA LA SALUD,OTROS,2
2024-06,2024,6,JUNIO,AGUASCALIENTES,CONTRA LA SALUD,TRANSPORTE,1
2024-06,2024,6,JUNIO,AGUASCALIENTES,CONTRA LA SALUD,TRAFICO,1
2024-06,2024,6,JUNIO,BAJA CALIFORNIA SUR,CONTRA LA SALUD,COMERCIO,1
2024-06,2024,6,JUNIO,CAMPECHE,CONTRA LA SALUD,TRANSPORTE,1
2024-06,2024,6,JUNIO,CAMPECHE,CONTRA LA SALUD,COMERCIO,1
2024-06,2024,6,JUNIO,COLIMA,CONTRA LA SALUD,TRAFICO,1
2024-06,2024,6,JUNIO,CHIHUAHUA,CONTRA LA SALUD,COMERCIO,1
2024-06,2024,6,JUNIO,CIUDAD DE MEXICO,CONTRA LA SALUD,TRANSPORTE,1
2024-06,2024,6,JUNIO,CIUDAD DE MEXICO,CONTRA LA SALUD,COMERCIO,1
2024-06,2024,6,JUNIO,DURANGO,CONTRA LA SALUD,SUMINISTRO,1
2024-06,2024,6,JUNIO,GUANAJUATO,CONTRA LA SALUD,TRANSPORTE,1
2024-06,2024,6,JUNIO,GUANAJUATO,CONTRA LA SALUD,TRAFICO,1
2024-06,2024,6,JUNIO,GUERRERO,CONTRA LA SALUD,TRANSPORTE,1
2024-06,2024,6,JUNIO,GUERRERO,CONTRA LA SALUD,TRAFICO,1
2024-06,2024,6,JUNIO,HIDALGO,CONTRA LA SALUD,POSESION,1
2024-06,2024,6,JUNIO,MEXICO,CONTRA LA SALUD,COMERCIO,1
2024-06,2024,6,JUNIO,MICHOACAN,CONTRA LA SALUD,POSESION,1
2024-06,2024,6,JUNIO,MICHOACAN,CONTRA LA SALUD,OTROS,1
2024-06,2024,6,JUNIO,MORELOS,CONTRA LA SALUD,TRANSPORTE,1
2024-06,2024,6,JUNIO,OAXACA,CONTRA LA SALUD,COMERCIO,1
2024-06,2024,6,JUNIO,OAXACA,CONTRA LA SALUD,POSESION,1
2024-06,2024,6,JUNIO,PUEBLA,CONTRA LA SALUD,TRAFICO,1
2024-06,2024,6,JUNIO,SINALOA,CONTRA LA SALUD,COMERCIO,1
2024-06,2024,6,JUNIO,TAMAULIPAS,CONTRA LA SALUD,TRANSPORTE,1
2024-06,2024,6,JUNIO,TAMAULIPAS,CONTRA LA SALUD,POSESION,1
2024-06,2024,6,JUNIO,TLAXCALA,CONTRA LA SALUD,POSESION,1
2024-06,2024,6,JUNIO,VERACRUZ,CONTRA LA SALUD,POSESION,1
2024-06,2024,6,JUNIO,YUCATAN,CONTRA LA SALUD,PRODUCCION,1
2024-06,2024,6,JUNIO,YUCATAN,CONTRA LA SALUD,COMERCIO,1
2024-06,2024,6,JUNIO,YUCATAN,CONTRA LA SALUD,POSESION,1
2024-06,2024,6,JUNIO,AGUASCALIENTES,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,AGUASCALIENTES,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,AGUASCALIENTES,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,AGUASCALIENTES,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,BAJA CALIFORNIA,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,BAJA CALIFORNIA,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,BAJA CALIFORNIA SUR,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,BAJA CALIFORNIA SUR,CONTRA LA SALUD,TRAFICO,0
2024-06,2024,6,JUNIO,BAJA CALIFORNIA SUR,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,BAJA CALIFORNIA SUR,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,CAMPECHE,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,CAMPECHE,CONTRA LA SALUD,TRAFICO,0
2024-06,2024,6,JUNIO,CAMPECHE,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,CAMPECHE,CONTRA LA SALUD,POSESION,0
2024-06,2024,6,JUNIO,CAMPECHE,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,COAHUILA,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,COAHUILA,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,COAHUILA,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,COLIMA,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,COLIMA,CONTRA LA SALUD,TRANSPORTE,0
2024-06,2024,6,JUNIO,COLIMA,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,COLIMA,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,COLIMA,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,CHIAPAS,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,CHIAPAS,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,CHIAPAS,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,CHIAPAS,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,CHIHUAHUA,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,CHIHUAHUA,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,CIUDAD DE MEXICO,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,CIUDAD DE MEXICO,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,CIUDAD DE MEXICO,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,DURANGO,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,DURANGO,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,GUANAJUATO,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,GUANAJUATO,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,GUANAJUATO,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,GUANAJUATO,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,GUERRERO,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,GUERRERO,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,GUERRERO,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,GUERRERO,CONTRA LA SALUD,POSESION,0
2024-06,2024,6,JUNIO,GUERRERO,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,HIDALGO,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,HIDALGO,CONTRA LA SALUD,TRANSPORTE,0
2024-06,2024,6,JUNIO,HIDALGO,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,HIDALGO,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,HIDALGO,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,JALISCO,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,JALISCO,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,JALISCO,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,JALISCO,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,MEXICO,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,MEXICO,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,MEXICO,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,MICHOACAN,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,MICHOACAN,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,MICHOACAN,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,MORELOS,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,MORELOS,CONTRA LA SALUD,TRAFICO,0
2024-06,2024,6,JUNIO,MORELOS,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,MORELOS,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,MORELOS,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,NAYARIT,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,NAYARIT,CONTRA LA SALUD,TRANSPORTE,0
2024-06,2024,6,JUNIO,NAYARIT,CONTRA LA SALUD,TRAFICO,0
2024-06,2024,6,JUNIO,NAYARIT,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,NAYARIT,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,NAYARIT,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,NUEVO LEON,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,NUEVO LEON,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,NUEVO LEON,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,NUEVO LEON,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,OAXACA,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,OAXACA,CONTRA LA SALUD,TRANSPORTE,0
2024-06,2024,6,JUNIO,OAXACA,CONTRA LA SALUD,TRAFICO,0
2024-06,2024,6,JUNIO,OAXACA,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,OAXACA,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,PUEBLA,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,PUEBLA,CONTRA LA SALUD,TRANSPORTE,0
2024-06,2024,6,JUNIO,PUEBLA,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,PUEBLA,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,PUEBLA,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,QUERETARO,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,QUERETARO,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,QUERETARO,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,QUERETARO,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,QUINTANA ROO,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,QUINTANA ROO,CONTRA LA SALUD,TRANSPORTE,0
2024-06,2024,6,JUNIO,QUINTANA ROO,CONTRA LA SALUD,TRAFICO,0
2024-06,2024,6,JUNIO,QUINTANA ROO,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,QUINTANA ROO,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,QUINTANA ROO,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,SAN LUIS POTOSI,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,SAN LUIS POTOSI,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,SAN LUIS POTOSI,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,SINALOA,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,SONORA,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,SONORA,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,SONORA,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,SONORA,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,TABASCO,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,TABASCO,CONTRA LA SALUD,TRANSPORTE,0
2024-06,2024,6,JUNIO,TABASCO,CONTRA LA SALUD,TRAFICO,0
2024-06,2024,6,JUNIO,TABASCO,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,TABASCO,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,TABASCO,CONTRA LA SALUD,POSESION,0
2024-06,2024,6,JUNIO,TABASCO,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,TAMAULIPAS,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,TAMAULIPAS,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,TAMAULIPAS,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,TAMAULIPAS,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,TLAXCALA,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,TLAXCALA,CONTRA LA SALUD,TRANSPORTE,0
2024-06,2024,6,JUNIO,TLAXCALA,CONTRA LA SALUD,TRAFICO,0
2024-06,2024,6,JUNIO,TLAXCALA,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,TLAXCALA,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,TLAXCALA,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,VERACRUZ,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,VERACRUZ,CONTRA LA SALUD,TRANSPORTE,0
2024-06,2024,6,JUNIO,VERACRUZ,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,VERACRUZ,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,VERACRUZ,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,YUCATAN,CONTRA LA SALUD,TRAFICO,0
2024-06,2024,6,JUNIO,YUCATAN,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,YUCATAN,CONTRA LA SALUD,OTROS,0
2024-06,2024,6,JUNIO,ZACATECAS,CONTRA LA SALUD,PRODUCCION,0
2024-06,2024,6,JUNIO,ZACATECAS,CONTRA LA SALUD,TRANSPORTE,0
2024-06,2024,6,JUNIO,ZACATECAS,CONTRA LA SALUD,TRAFICO,0
2024-06,2024,6,JUNIO,ZACATECAS,CONTRA LA SALUD,COMERCIO,0
2024-06,2024,6,JUNIO,ZACATECAS,CONTRA LA SALUD,SUMINISTRO,0
2024-06,2024,6,JUNIO,CIUDAD DE MEXICO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,3
2024-06,2024,6,JUNIO,JALISCO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,3
2024-06,2024,6,JUNIO,BAJA CALIFORNIA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,2
2024-06,2024,6,JUNIO,BAJA CALIFORNIA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,2
