AÑO,INEGI,ENTIDAD,LEY,CONCEPTO,TIPO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
2012,12,GUERRERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,6,1,4,1,1,1,3,2,1,0,8,9
2012,13,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),48,40,33,38,22,24,12,21,10,16,22,8
2012,13,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),1,0,0,0,0,0,2,1,1,1,1,0
2012,13,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),1,1,2,3,0,4,3,5,1,4,6,4
2012,13,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),18,12,10,8,5,8,6,7,7,3,7,1
2012,13,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),31,44,38,28,32,27,35,33,42,29,33,38
2012,13,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,1,1,0,0,0,0,0,0,1,1
2012,13,HIDALGO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,1,0,0,0,0,0,0,0,0,2
2012,13,HIDALGO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,1,0,0,0,1,0,2,0,0
2012,13,HIDALGO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,1,0,0,0,1,1,0,0,0,0
2012,13,HIDALGO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,6,2,6,1,5,2,2,2,2,4,0,3
2012,13,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,1,0,0,0,0,0,1,1,1,1,0
2012,13,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,6,3,2,1,3,1,2,2,2,2,4,2
2012,14,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),34,22,24,17,41,44,47,60,21,32,15,16
2012,14,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),17,8,8,1,15,22,22,13,12,12,11,8
2012,14,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),5,5,2,2,7,4,1,6,5,6,2,0
2012,14,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),5,1,6,1,13,1,1,5,2,0,1,4
2012,14,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),133,102,141,134,155,146,117,126,136,163,131,132
2012,14,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,1,0,0,0,0,0,0,0,0,1
2012,14,JALISCO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,414,465,548,519,516,521,586,434,21,29,22,13
2012,14,JALISCO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,1,2,2,0,0,88,112,106,21,16,8,5
2012,14,JALISCO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2012,14,JALISCO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,5,5,12,6,7,17,12,9,4,7,12,4
2012,14,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",57,24,41,33,38,32,37,35,19,21,29,20
2012,14,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,4,9,10,7,10,10,8,11,7,12,10,7
2012,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),12,8,14,17,19,16,12,13,8,16,35,14
2012,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),9,7,10,6,9,25,14,12,5,17,8,6
2012,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),2,0,3,4,11,5,8,5,3,2,11,6
2012,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),1,1,1,1,16,0,0,0,1,1,2,0
2012,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),66,54,73,80,84,71,69,65,70,97,63,70
2012,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,4,0,0,2,0,2,1,0,1,2,0
2012,15,MEXICO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,33,19,37,22,23,24,14,27,2,4,2,2
2012,15,MEXICO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,1,0,0,0,1,19,29,39,4,3,2,2
2012,15,MEXICO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,1,0,0,0,0,0,0,3,1,1,1,1
2012,15,MEXICO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,14,9,19,21,18,27,21,18,23,19,15,8
2012,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",3,4,3,4,3,5,2,5,2,5,4,5
2012,15,MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,16,8,11,3,11,10,9,6,7,11,27,23
2012,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),11,11,17,19,16,16,22,16,15,17,23,15
2012,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),2,1,1,1,2,0,0,1,0,4,1,9
2012,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),2,1,2,6,3,5,2,1,2,0,5,5
2012,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,3,1,1,1,1,0,0,0,0,2
2012,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),69,90,94,76,79,110,108,81,90,85,86,53
2012,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0,0,0,0,0
2012,16,MICHOACAN,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,4,0,6,3,9,28,26,15,6,8,4,4
2012,16,MICHOACAN,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,4,2,1,0,0,2,0
2012,16,MICHOACAN,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,1,1,0,3,1,0
2012,16,MICHOACAN,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,11,6,9,13,12,6,6,9,7,14,10,4
2012,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,0,2,1,0,1,1,0,0,1,0,2
2012,16,MICHOACAN,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,3,1,4,2,3,6,2,8,3,12,6,11
2012,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),10,7,16,5,5,12,7,5,6,4,0,0
2012,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,1,0,0,1,0,0,0,1,0
2012,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),1,2,4,2,2,6,1,3,3,1,2,1
2012,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,1,0,0
2012,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),29,44,36,27,39,35,25,33,40,37,22,32
2012,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0,0,0,0,0
2012,17,MORELOS,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,22,21,49,51,46,46,52,24,9,1,4,4
2012,17,MORELOS,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,6,3,0,0,0,0,2
2012,17,MORELOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,1,2,0,0
2012,17,MORELOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,6,7,8,6,15,20,17,18,12,13,2,8
2012,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",2,1,0,1,0,2,0,4,1,1,3,2
2012,17,MORELOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,0,4,4,7,4,5,4,5,2,4,15,10
2012,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),1,0,3,3,1,0,1,1,1,4,1,0
2012,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,1,0,0,1,0,0,0,1
2012,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,0,1,1,1,0,2,1,0,0,2,0
2012,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),1,0,1,0,0,0,0,1,1,1,0,0
2012,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),41,25,24,20,15,24,18,9,13,17,13,10
2012,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,1,0,0,0,0,0,0,0,0,0,0,0
2012,18,NAYARIT,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,1,0,0,0,6,2,7,6,17,17,9,11
2012,18,NAYARIT,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,0,0,0,0,1,0
2012,18,NAYARIT,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,1,0,0,0,0,1,0,0
2012,18,NAYARIT,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,5,1,0,3,2,0,1,0,1,0,0
2012,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,0,0,1,0,0,0,0,1,1,1,2
2012,18,NAYARIT,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,4,0,2,3,6,4,1,2,2,3,2,1
2012,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),20,26,10,22,28,31,16,23,32,30,26,11
2012,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),4,3,7,18,4,7,8,1,3,7,4,2
2012,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,0,0,0,3,0,0,0,0,0,0,2
2012,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),2,1,1,1,2,2,3,2,2,7,3,2
2012,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),72,68,79,68,91,103,97,83,76,93,83,64
2012,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,3,0,1,0,1,1,3,1,0,0
2012,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,17,17,16,16,4,28,48,21,7,8,8,2
2012,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,1,1,0,0,0,3,1,1,1,2,1,2
2012,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,1,0,0,0,0,0,1,2,1,0,0,0
2012,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,7,5,4,9,8,7,5,14,15,2,5
2012,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",4,4,3,1,0,1,0,2,0,0,5,0
2012,19,NUEVO LEON,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,13,8,6,6,7,12,9,12,12,20,17,15
2012,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),1,1,2,4,4,5,6,5,1,1,4,3
2012,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,2,0,0,0,0,0,0,0,0
2012,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),16,1,1,15,12,14,4,13,14,14,7,3
2012,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),1,1,0,1,2,1,1,0,1,2,1,0
2012,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),86,94,96,88,86,69,110,87,91,113,92,82
2012,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,2,6,1,5,4,3,4,2,5,3,1,1
2012,20,OAXACA,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,53,53,55,58,35,4,15,21,5,14,17,11
2012,20,OAXACA,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,21,1,5,1,6,3,1
2012,20,OAXACA,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2012,20,OAXACA,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,2,1,2,1,1,2,3,5,3,6,0,0
2012,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",2,3,1,1,7,8,0,27,21,1,0,2
2012,20,OAXACA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,4,5,3,1,6,9,2,4,3,13,6,7
2012,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),7,21,32,38,40,44,32,16,19,32,27,11
2012,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),1,1,2,1,1,2,2,4,3,5,3,1
2012,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),12,2,2,4,4,2,4,3,3,6,7,7
2012,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),1,0,0,0,0,0,0,0,1,1,2,2
2012,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),37,55,52,46,38,49,47,45,50,47,41,33
2012,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,2,0,1,0,0,0,1,1,2,0,0
2012,21,PUEBLA,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,1,0,0,0,0,4,1,6,0,10,2,2
2012,21,PUEBLA,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,0,0,0,0,1,1
2012,21,PUEBLA,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,1,1,0,0
2012,21,PUEBLA,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,1,2,3,3,3,4,1,2,4,1,0
2012,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",2,1,2,2,3,5,3,3,2,5,4,1
2012,21,PUEBLA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,13,8,6,7,2,4,9,3,8,11,7,2
2012,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),3,3,10,6,13,6,16,14,11,13,5,4
2012,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,1,0,1,2,3,2,0,2,6,8,6
2012,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,1,1,0,0,3,0,0,0,0,0,0
2012,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,1,1,1,3,0,0,2,0,0,0,0
2012,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),18,13,21,19,21,19,19,22,17,27,24,26
2012,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0,0,0,0,0
2012,22,QUERETARO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,59,40,58,40,56,34,28,21,9,4,6,5
2012,22,QUERETARO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,4,10,9,2,3,2,2
2012,22,QUERETARO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,0,0,0
2012,22,QUERETARO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,1,0,0,0,0,0,0,2,5,1,1
2012,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",2,1,4,4,3,3,9,1,1,2,2,1
2012,22,QUERETARO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,1,1,1,4,3,1,2,1,1,2,6,2
2012,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),12,15,21,12,11,12,8,15,24,23,14,19
2012,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,1,2,6,3,5,2,4,4,3
2012,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,1,1,0,0,0,1,0,1,0,0,0
2012,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0
2012,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),20,7,16,14,16,7,15,11,9,10,10,8
2012,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,2,0,1,0,5
2012,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,1,0,5,4,3,13,24,27,1,3,8,3
2012,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,1,0,0,1,1,2,0
2012,23,QUINTANA ROO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,1,0,0,0,0,0,0,0,0,0
