ENTIDAD,CONCEPTO,TIPO,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07
AGUASCALIENTES,CONTRA LA SALUD,COMERCIO,,,,,,,,,,,,,,,,,,0.0,0.0
AGUASCALIENTES,CONTRA LA SALUD,OTROS,,,,,,-100.0,,,,,,,,,,,,,0.0
AGUASCALIENTES,CONTRA LA SALUD,POSESION,75.0,0.0,-14.3,0.0,-16.7,60.0,37.5,-54.5,80.0,-11.1,-50.0,-25.0,233.3,-40.0,250.0,-57.1,-11.1,0.0,12.5
AGUASCALIENTES,CONTRA LA SALUD,PRODUCCION,,,,,,,,,,,,,,,,,,,
AGUASCALIENTES,CONTRA LA SALUD,SUMINISTRO,,,,-100.0,,,,,,,,,,,,,,,
AGUASCALIENTES,CONTRA LA SALUD,TRAFICO,-100.0,,,200.0,0.0,-66.7,0.0,100.0,0.0,50.0,-66.7,100.0,-50.0,-100.0,,,,,
AGUASCALIENTES,CONTRA LA SALUD,TRANSPORTE,-100.0,,0.0,-66.7,600.0,-85.7,100.0,100.0,-25.0,0.0,33.3,-50.0,-100.0,,,-100.0,,,
AGUASCALIENTES,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,-100.0,,,,,,,,,,,,,-100.0,,,,-100.0
AGUASCALIENTES,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,,,,,-100.0,,,,,,,,,,,,,,
AGUASCALIENTES,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,,,,-100.0,,,100.0,0.0,50.0,-66.7,0.0,-100.0,,,,0.0,-100.0,,
AGUASCALIENTES,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,,,,,,,,,,,,,,,,-100.0,,,
AGUASCALIENTES,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),-100.0,,,-50.0,200.0,-33.3,-50.0,200.0,0.0,-66.7,200.0,-66.7,0.0,-100.0,,-100.0,,-66.7,0.0
AGUASCALIENTES,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),,,,,,,,,,,-100.0,,,,,,,-100.0,
AGUASCALIENTES,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,,,,,,,,-100.0,,,,,,,,,,,
AGUASCALIENTES,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),250.0,-71.4,200.0,0.0,0.0,16.7,185.7,-70.0,33.3,-62.5,100.0,33.3,-50.0,0.0,150.0,-90.0,100.0,400.0,-70.0
AGUASCALIENTES,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),-44.4,10.0,45.5,-25.0,0.0,-25.0,-11.1,62.5,-61.5,160.0,-38.5,12.5,77.8,-31.2,-36.4,57.1,9.1,-8.3,-27.3
AGUASCALIENTES,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
AGUASCALIENTES,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),,-100.0,,,-100.0,,,0.0,-100.0,,,-66.7,0.0,-100.0,,-100.0,,,
AGUASCALIENTES,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),-100.0,,,,100.0,-50.0,750.0,-70.6,-80.0,-100.0,,,,,,,0.0,100.0,-75.0
AGUASCALIENTES,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",33.3,-75.0,500.0,-33.3,50.0,-33.3,50.0,-16.7,-40.0,-33.3,200.0,-33.3,-25.0,-66.7,-100.0,,,-100.0,
AGUASCALIENTES,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,0.0,0.0,33.3,25.0,-20.0,-25.0,-66.7,400.0,40.0,-42.9,-50.0,200.0,16.7,-42.9,25.0,160.0,7.7,-35.7,-44.4
AGUASCALIENTES,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,-66.7,300.0,75.0,-100.0,,,,300.0,-75.0,-100.0,,-33.3,-100.0,,0.0,-100.0,,0.0,100.0
AGUASCALIENTES,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,,-100.0,,,,,,,,,,,-100.0,,-100.0,,,,
AGUASCALIENTES,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,,,-100.0,,0.0,-66.7,0.0,200.0,-33.3,-100.0,,,-100.0,,200.0,-100.0,,100.0,-100.0
AGUASCALIENTES,OTROS DELITOS,ELECTORALES,,,-100.0,,,,,,,,,,,,,,,,
AGUASCALIENTES,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,-100.0,,-100.0,,,,,,,,,,,,,,,
AGUASCALIENTES,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",,100.0,-50.0,200.0,-100.0,,50.0,-33.3,-50.0,0.0,-100.0,,100.0,-100.0,,,-33.3,-50.0,300.0
AGUASCALIENTES,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,-85.7,500.0,-50.0,0.0,66.7,-40.0,133.3,-71.4,0.0,0.0,100.0,-25.0,-33.3,100.0,150.0,-50.0,-80.0,300.0,-50.0
AGUASCALIENTES,OTROS DELITOS,PATRIMONIALES,-60.0,700.0,-43.8,155.6,-30.4,212.5,-68.0,-56.2,-28.6,180.0,-50.0,-42.9,-50.0,350.0,-66.7,166.7,-62.5,100.0,50.0
AGUASCALIENTES,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,,,,,-100.0,,,,,,,,,,,,,,
BAJA CALIFORNIA,CONTRA LA SALUD,COMERCIO,,,,,-100.0,,,,,,,,,,,,-100.0,,
BAJA CALIFORNIA,CONTRA LA SALUD,OTROS,-100.0,,,-50.0,300.0,-50.0,50.0,66.7,-20.0,-75.0,0.0,0.0,100.0,-100.0,,-100.0,,-50.0,400.0
BAJA CALIFORNIA,CONTRA LA SALUD,POSESION,11.1,-2.0,-14.3,-7.1,43.6,-12.5,10.2,11.1,-31.7,29.3,-37.7,0.0,-12.1,6.9,12.9,17.1,-2.4,60.0,4.7
BAJA CALIFORNIA,CONTRA LA SALUD,PRODUCCION,,,-100.0,,,0.0,-100.0,,,,,-100.0,,-66.7,0.0,-100.0,,,
BAJA CALIFORNIA,CONTRA LA SALUD,SUMINISTRO,,,-100.0,,-100.0,,,,,,,,,,,,,,
BAJA CALIFORNIA,CONTRA LA SALUD,TRAFICO,75.0,-35.7,0.0,44.4,-46.2,57.1,18.2,-7.7,25.0,-53.3,128.6,-12.5,-7.1,-15.4,54.5,76.5,-20.0,25.0,-50.0
BAJA CALIFORNIA,CONTRA LA SALUD,TRANSPORTE,-50.0,0.0,100.0,-50.0,100.0,0.0,-100.0,,0.0,-100.0,,-33.3,-75.0,600.0,-42.9,50.0,-33.3,100.0,-50.0
BAJA CALIFORNIA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,,-100.0,,,,-100.0,,,,-100.0,,,,,,,,0.0
BAJA CALIFORNIA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,-100.0,,100.0,0.0,-100.0,,-100.0,,0.0,0.0,100.0,-100.0,,,0.0,-100.0,,,-50.0
BAJA CALIFORNIA,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,-100.0,,,-100.0,,-100.0,,0.0,-100.0,,150.0,-100.0,,,0.0,-50.0,300.0,-50.0,100.0
BAJA CALIFORNIA,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,-100.0,,,-100.0,,0.0,-100.0,,-100.0,,,-100.0,,,,,,,
BAJA CALIFORNIA,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),-57.1,100.0,-16.7,80.0,-33.3,16.7,0.0,-14.3,16.7,57.1,-72.7,66.7,-20.0,-25.0,66.7,-40.0,366.7,-85.7,700.0
BAJA CALIFORNIA,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),-75.0,100.0,-75.0,200.0,-66.7,0.0,300.0,-75.0,200.0,-33.3,0.0,-100.0,,0.0,-50.0,200.0,0.0,100.0,-16.7
BAJA CALIFORNIA,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,28.6,11.1,0.0,-20.0,-12.5,0.0,-42.9,-25.0,33.3,-25.0,133.3,-57.1,0.0,100.0,16.7,28.6,-44.4,0.0,0.0
BAJA CALIFORNIA,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),-100.0,,,,0.0,0.0,-100.0,,-100.0,,,,,,-100.0,,,150.0,-80.0
BAJA CALIFORNIA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),30.3,4.7,4.4,-19.1,8.8,6.5,-3.8,-22.8,-3.1,-11.6,-7.1,14.1,2.2,18.7,-14.8,27.2,7.7,-1.6,3.2
BAJA CALIFORNIA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
BAJA CALIFORNIA,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),220.0,-56.2,-57.1,-66.7,500.0,150.0,-46.7,-25.0,116.7,23.1,31.2,176.2,-60.3,34.8,6.5,60.6,22.6,-16.9,-33.3
BAJA CALIFORNIA,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),,,-100.0,,0.0,600.0,-57.1,-66.7,-100.0,,,-100.0,,,,,,,100.0
BAJA CALIFORNIA,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",-100.0,,0.0,-100.0,,,,300.0,-75.0,-100.0,,-100.0,,-50.0,-100.0,,,,
BAJA CALIFORNIA,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,45.5,-18.8,-23.1,80.0,27.8,21.7,-25.0,-47.6,345.5,-89.8,120.0,9.1,-50.0,200.0,-33.3,33.3,-18.8,-15.4,109.1
BAJA CALIFORNIA,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,90.0,-57.9,150.0,5.0,-38.1,0.0,107.7,-51.9,-15.4,9.1,58.3,-84.2,200.0,-88.9,300.0,75.0,157.1,-94.4,1300.0
BAJA CALIFORNIA,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,-100.0,,,300.0,-100.0,,100.0,-50.0,200.0,-33.3,-50.0,0.0,-100.0,,0.0,0.0,0.0,100.0,-25.0
BAJA CALIFORNIA,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,50.0,-66.7,200.0,0.0,-100.0,,100.0,-100.0,,,50.0,0.0,-66.7,100.0,-50.0,0.0,100.0,-100.0,
BAJA CALIFORNIA,OTROS DELITOS,ELECTORALES,,,,,,,,,,,,,,,,,,,
BAJA CALIFORNIA,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,,-100.0,,,-100.0,,,,,,,-100.0,,,100.0,-100.0,,
BAJA CALIFORNIA,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",900.0,-30.0,14.3,75.0,21.4,-52.9,37.5,18.2,-30.8,66.7,-53.3,71.4,-58.3,-40.0,466.7,-58.8,14.3,25.0,70.0
BAJA CALIFORNIA,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,500.0,0.0,0.0,0.0,66.7,-20.0,-62.5,133.3,-71.4,300.0,-25.0,0.0,16.7,-28.6,-20.0,75.0,-57.1,366.7,-71.4
BAJA CALIFORNIA,OTROS DELITOS,PATRIMONIALES,-4.8,-7.5,-64.9,300.0,-26.9,0.0,-13.2,3.0,-47.1,88.9,-29.4,41.7,-17.6,-3.6,3.7,-21.4,31.8,-13.8,88.0
BAJA CALIFORNIA,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,-100.0,,,,500.0,-16.7,-40.0,-33.3,-50.0,-100.0,,50.0,-33.3,-100.0,,133.3,-57.1,-66.7,200.0
BAJA CALIFORNIA SUR,CONTRA LA SALUD,COMERCIO,100.0,-50.0,-100.0,,,,-100.0,,-100.0,,-100.0,,,0.0,-100.0,,-100.0,,-100.0
BAJA CALIFORNIA SUR,CONTRA LA SALUD,OTROS,,,,,,,,,,,,,,,,,-100.0,,-100.0
BAJA CALIFORNIA SUR,CONTRA LA SALUD,POSESION,125.0,22.2,27.3,-21.4,18.2,-61.5,100.0,-40.0,-50.0,-33.3,100.0,75.0,-85.7,0.0,300.0,-50.0,250.0,-28.6,-40.0
BAJA CALIFORNIA SUR,CONTRA LA SALUD,PRODUCCION,,,,,,,,,,,,,-100.0,,,,,,
BAJA CALIFORNIA SUR,CONTRA LA SALUD,SUMINISTRO,,,,,,,,,,,,,,,,-100.0,,,
BAJA CALIFORNIA SUR,CONTRA LA SALUD,TRAFICO,0.0,-100.0,,0.0,100.0,-100.0,,-33.3,-50.0,100.0,-100.0,,-66.7,100.0,50.0,-66.7,0.0,300.0,25.0
BAJA CALIFORNIA SUR,CONTRA LA SALUD,TRANSPORTE,-57.1,466.7,-64.7,-16.7,20.0,-50.0,66.7,20.0,-50.0,100.0,-50.0,333.3,-69.2,100.0,-75.0,50.0,33.3,-75.0,100.0
BAJA CALIFORNIA SUR,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,,,,,,,,,,,,,,,,,,
BAJA CALIFORNIA SUR,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,,,,,,,,,,,,,,,-100.0,,-100.0,,-100.0
BAJA CALIFORNIA SUR,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,-50.0,33.3,-75.0,300.0,-50.0,-50.0,400.0,-80.0,0.0,500.0,0.0,33.3,-37.5,0.0,0.0,100.0,-50.0,-60.0,100.0
BAJA CALIFORNIA SUR,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,,,,-100.0,,,,,0.0,0.0,100.0,-100.0,,-100.0,,400.0,-100.0,,
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),-50.0,50.0,-33.3,-50.0,300.0,-50.0,-50.0,100.0,-50.0,-100.0,,-33.3,-50.0,200.0,0.0,-66.7,100.0,-50.0,0.0
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),,0.0,0.0,-100.0,,,,,,-100.0,,,,-100.0,,,-100.0,,-100.0
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,,-100.0,,,,,0.0,200.0,-66.7,100.0,-100.0,,,,,,,,
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),-66.7,250.0,-57.1,133.3,-57.1,66.7,-20.0,-25.0,33.3,25.0,-60.0,150.0,-80.0,200.0,-66.7,700.0,-12.5,-71.4,50.0
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),0.0,50.0,-16.7,-20.0,100.0,-62.5,166.7,-75.0,50.0,266.7,-36.4,42.9,-60.0,75.0,42.9,40.0,50.0,-9.5,15.8
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),,,0.0,50.0,-100.0,,,33.3,-100.0,,100.0,-75.0,200.0,-66.7,0.0,0.0,100.0,0.0,-100.0
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0.0,-100.0,,,-100.0,,-100.0,,,,,,,,,,,0.0,-100.0
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",300.0,0.0,-50.0,250.0,-100.0,,-100.0,,,,-100.0,,-100.0,,0.0,-100.0,,,-100.0
BAJA CALIFORNIA SUR,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,100.0,-83.3,0.0,200.0,33.3,25.0,100.0,-60.0,50.0,16.7,-71.4,150.0,0.0,20.0,16.7,42.9,10.0,-45.5,-16.7
BAJA CALIFORNIA SUR,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,0.0,40.0,-57.1,0.0,0.0,0.0,233.3,-50.0,-60.0,250.0,-28.6,-60.0,50.0,333.3,-84.6,800.0,-66.7,0.0,-16.7
BAJA CALIFORNIA SUR,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,500.0,-66.7,100.0,50.0,-41.7,-42.9,25.0,40.0,0.0,-14.3,-16.7,0.0,40.0,14.3,37.5,9.1,-33.3,-25.0,16.7
BAJA CALIFORNIA SUR,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0.0,-100.0,,-66.7,0.0,0.0,-100.0,,,,,,,100.0,-50.0,0.0,100.0,0.0,-50.0
BAJA CALIFORNIA SUR,OTROS DELITOS,ELECTORALES,,,,,,,,,,,,,,,,,,,
BAJA CALIFORNIA SUR,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,,,,,-100.0,,-100.0,,-50.0,200.0,-100.0,,,,350.0,-88.9,-100.0,
BAJA CALIFORNIA SUR,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",0.0,-100.0,,50.0,0.0,-66.7,-100.0,,100.0,-75.0,200.0,-33.3,50.0,-33.3,0.0,-50.0,100.0,-50.0,400.0
BAJA CALIFORNIA SUR,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,100.0,-100.0,,-50.0,100.0,50.0,-100.0,,-66.7,600.0,-28.6,-40.0,-100.0,,-33.3,700.0,-87.5,-50.0,100.0
BAJA CALIFORNIA SUR,OTROS DELITOS,PATRIMONIALES,0.0,-8.7,-33.3,42.9,-65.0,71.4,-8.3,-18.2,33.3,41.7,-41.2,-10.0,155.6,17.4,-37.0,-35.3,36.4,26.7,-57.9
BAJA CALIFORNIA SUR,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,,,,,,,,-100.0,,,,,-100.0,,,,100.0,-33.3,25.0
CAMPECHE,CONTRA LA SALUD,COMERCIO,,,0.0,0.0,-100.0,,0.0,0.0,-100.0,,50.0,-100.0,,100.0,-50.0,-100.0,,-50.0,-100.0
CAMPECHE,CONTRA LA SALUD,OTROS,,,,,,,,,,,,,,,,,,,
CAMPECHE,CONTRA LA SALUD,POSESION,-66.7,200.0,-66.7,0.0,-100.0,,,100.0,0.0,0.0,100.0,-50.0,-100.0,,0.0,0.0,-66.7,100.0,100.0
CAMPECHE,CONTRA LA SALUD,PRODUCCION,,,,,,,,,,,,,,,,,,,
CAMPECHE,CONTRA LA SALUD,SUMINISTRO,,,,,,,,,,,,,,,,,,,
CAMPECHE,CONTRA LA SALUD,TRAFICO,,,,-100.0,,,,,,,0.0,200.0,-100.0,,,,-100.0,,-100.0
CAMPECHE,CONTRA LA SALUD,TRANSPORTE,,100.0,-100.0,,,,0.0,100.0,0.0,50.0,-33.3,0.0,-100.0,,,-100.0,,,
CAMPECHE,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,,,,,-100.0,,,,,,,,,,,,,
CAMPECHE,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,,,,,,,,,,,,,,,,-100.0,,,
CAMPECHE,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,,,,,,,,,,-100.0,,,,,,,,,
CAMPECHE,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,,,,-100.0,,,,,,,,-50.0,-100.0,,,-100.0,,,
CAMPECHE,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),-80.0,0.0,0.0,0.0,-100.0,,100.0,-50.0,-100.0,,0.0,100.0,-100.0,,-100.0,,100.0,-100.0,
CAMPECHE,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),,,,-100.0,,,,,,,,,,,,-100.0,,,
CAMPECHE,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,-50.0,-100.0,,,-100.0,,,0.0,-100.0,,,200.0,33.3,-75.0,100.0,-100.0,,,
CAMPECHE,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),,,,,0.0,-100.0,,,,-50.0,366.7,-64.3,60.0,-37.5,-60.0,50.0,100.0,-33.3,25.0
CAMPECHE,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),-40.0,100.0,16.7,-71.4,50.0,33.3,75.0,42.9,30.0,0.0,-15.4,-27.3,0.0,100.0,-43.8,22.2,18.2,-61.5,80.0
CAMPECHE,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
CAMPECHE,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),0.0,100.0,-16.7,120.0,-81.8,150.0,40.0,-28.6,60.0,-12.5,-71.4,100.0,50.0,16.7,128.6,-81.2,800.0,-59.3,-63.6
CAMPECHE,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),,,,,0.0,-50.0,-100.0,,,,,,,,,,,,
CAMPECHE,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",,0.0,-100.0,,,-100.0,,,,0.0,-100.0,,,,-100.0,,,,
CAMPECHE,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,-100.0,,,0.0,100.0,-50.0,0.0,50.0,-66.7,0.0,0.0,100.0,0.0,0.0,250.0,-57.1,100.0,-83.3,300.0
CAMPECHE,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,700.0,-75.0,50.0,66.7,0.0,-20.0,-50.0,-50.0,300.0,-75.0,100.0,0.0,-50.0,300.0,-50.0,0.0,0.0,200.0,-83.3
CAMPECHE,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,-45.5,0.0,-33.3,-25.0,66.7,-80.0,300.0,0.0,25.0,-60.0,50.0,33.3,50.0,0.0,33.3,-62.5,-33.3,200.0,-33.3
CAMPECHE,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,-100.0,,,,-66.7,0.0,0.0,0.0,0.0,-100.0,,,-100.0,,,,,,0.0
CAMPECHE,OTROS DELITOS,ELECTORALES,,,,,,,,,,,,,,,,,,,
CAMPECHE,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,,,,,,,,,,,,,,,,,,
CAMPECHE,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",,,50.0,0.0,-100.0,,0.0,100.0,150.0,-80.0,-100.0,,800.0,-88.9,350.0,-55.6,-100.0,,0.0
CAMPECHE,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,-33.3,50.0,-66.7,0.0,200.0,0.0,66.7,-100.0,,,,0.0,100.0,-50.0,0.0,0.0,0.0,0.0,0.0
CAMPECHE,OTROS DELITOS,PATRIMONIALES,66.7,-30.0,28.6,22.2,-54.5,200.0,-20.0,-16.7,10.0,36.4,6.7,0.0,-37.5,-20.0,75.0,-64.3,40.0,85.7,7.7
CAMPECHE,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,-100.0,,-100.0,,-100.0,,,,-100.0,,-50.0,0.0,-100.0,,100.0,50.0,-66.7,100.0,100.0
CHIAPAS,CONTRA LA SALUD,COMERCIO,-100.0,,200.0,-100.0,,,,,,,,,-50.0,0.0,-100.0,,,-100.0,
CHIAPAS,CONTRA LA SALUD,OTROS,,,,,,,,,,,,,,,,,,-100.0,
CHIAPAS,CONTRA LA SALUD,POSESION,,200.0,0.0,-66.7,0.0,200.0,-100.0,,100.0,0.0,-50.0,100.0,50.0,-100.0,,-66.7,-100.0,,0.0
CHIAPAS,CONTRA LA SALUD,PRODUCCION,,,,,,,,,,,,,,,-100.0,,,-100.0,
CHIAPAS,CONTRA LA SALUD,SUMINISTRO,,,,,,,,,,,,,,,,-100.0,,,
CHIAPAS,CONTRA LA SALUD,TRAFICO,50.0,100.0,-83.3,600.0,14.3,-50.0,25.0,-40.0,33.3,-100.0,,-50.0,150.0,-40.0,-33.3,50.0,0.0,-33.3,50.0
CHIAPAS,CONTRA LA SALUD,TRANSPORTE,,100.0,-50.0,-50.0,700.0,-25.0,-16.7,40.0,14.3,-25.0,-33.3,50.0,-33.3,-50.0,400.0,-20.0,25.0,-10.0,11.1
CHIAPAS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,-100.0,,,-100.0,,,,,,,,,,0.0,-100.0,,,-100.0,
CHIAPAS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,,,-100.0,,0.0,0.0,0.0,-100.0,,-100.0,,-100.0,,-100.0,,,,,
CHIAPAS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,100.0,100.0,-25.0,-66.7,300.0,50.0,-33.3,0.0,-75.0,200.0,66.7,60.0,-50.0,100.0,-75.0,0.0,200.0,-16.7,-20.0
CHIAPAS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,,,-100.0,,,,-100.0,,,,,,,-100.0,,,-100.0,,
