ENTIDAD,CONCEPTO,TIPO,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07
SAN LUIS POTOSI,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",,,0.0,-100.0,,0.0,0.0,0.0,100.0,-100.0,,,-100.0,,,,,,0.0
SAN LUIS POTOSI,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,28.6,-33.3,-33.3,0.0,50.0,-33.3,0.0,0.0,100.0,-75.0,50.0,-33.3,50.0,100.0,-33.3,-50.0,200.0,0.0,-16.7
SAN LUIS POTOSI,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,-42.9,-75.0,700.0,-100.0,,-33.3,-25.0,0.0,-33.3,50.0,300.0,-66.7,-50.0,250.0,-71.4,200.0,-33.3,50.0,-50.0
SAN LUIS POTOSI,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,-50.0,0.0,0.0,0.0,100.0,-100.0,,,,-100.0,,,200.0,-100.0,,200.0,-66.7,-100.0,
SAN LUIS POTOSI,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,-66.7,-100.0,,100.0,50.0,33.3,-50.0,0.0,0.0,-50.0,0.0,200.0,-66.7,-100.0,,-100.0,,,100.0
SAN LUIS POTOSI,OTROS DELITOS,ELECTORALES,,,,,,,,,,,,,,,,,,,
SAN LUIS POTOSI,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,,,,,,,-100.0,,,,,,,,,,,-100.0
SAN LUIS POTOSI,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",-100.0,,-50.0,150.0,0.0,-60.0,100.0,-50.0,100.0,-50.0,0.0,50.0,0.0,-66.7,400.0,40.0,-85.7,100.0,250.0
SAN LUIS POTOSI,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,-50.0,-50.0,200.0,66.7,40.0,-85.7,300.0,75.0,-57.1,100.0,-83.3,300.0,50.0,-16.7,-100.0,,-40.0,33.3,25.0
SAN LUIS POTOSI,OTROS DELITOS,PATRIMONIALES,-9.1,-34.3,-10.9,7.3,-22.7,5.9,-11.1,21.9,-10.3,28.6,37.8,-32.3,21.4,-25.5,5.3,15.0,-4.3,20.5,41.5
SAN LUIS POTOSI,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,0.0,-100.0,,,-100.0,,,,-50.0,100.0,0.0,-100.0,,,0.0,100.0,-100.0,,100.0
SINALOA,CONTRA LA SALUD,COMERCIO,-100.0,,,-100.0,,0.0,100.0,-100.0,,,200.0,-100.0,,200.0,-66.7,0.0,-100.0,,-100.0
SINALOA,CONTRA LA SALUD,OTROS,-25.0,0.0,200.0,11.1,0.0,-70.0,-33.3,50.0,33.3,-50.0,150.0,-100.0,,-33.3,50.0,-33.3,-50.0,50.0,-33.3
SINALOA,CONTRA LA SALUD,POSESION,88.9,-29.4,-25.0,-11.1,-37.5,20.0,16.7,14.3,0.0,25.0,-10.0,155.6,-21.7,11.1,-10.0,5.6,10.5,-47.6,154.5
SINALOA,CONTRA LA SALUD,PRODUCCION,300.0,25.0,0.0,-40.0,66.7,-60.0,-100.0,,-50.0,0.0,100.0,0.0,-100.0,,0.0,-100.0,,-33.3,-50.0
SINALOA,CONTRA LA SALUD,SUMINISTRO,,,,,,,,,,,,,,,,,,,
SINALOA,CONTRA LA SALUD,TRAFICO,,233.3,-20.0,62.5,-38.5,0.0,0.0,25.0,-60.0,25.0,60.0,-50.0,100.0,-37.5,20.0,-16.7,-20.0,25.0,60.0
SINALOA,CONTRA LA SALUD,TRANSPORTE,-46.7,75.0,-28.6,40.0,-14.3,50.0,-22.2,57.1,-36.4,7.1,0.0,-40.0,44.4,7.7,35.7,-21.1,13.3,-11.8,26.7
SINALOA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,,0.0,50.0,-100.0,,-100.0,,-100.0,,0.0,0.0,500.0,-66.7,50.0,-100.0,,-100.0,
SINALOA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,,,,0.0,100.0,-100.0,,0.0,0.0,-100.0,,,-50.0,-100.0,,100.0,-50.0,50.0,66.7
SINALOA,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,,0.0,-100.0,,-100.0,,0.0,-100.0,,,,250.0,-71.4,100.0,100.0,-75.0,100.0,-25.0,-33.3
SINALOA,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,-100.0,,,,,,,,,,0.0,0.0,-100.0,,,,,,
SINALOA,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),-100.0,,-66.7,-33.3,0.0,50.0,0.0,66.7,20.0,16.7,-57.1,-33.3,-50.0,100.0,150.0,-40.0,0.0,33.3,-100.0
SINALOA,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),,,,-100.0,,-100.0,,-100.0,,,-100.0,,0.0,-100.0,,300.0,-50.0,-100.0,
SINALOA,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,,,,,,,-100.0,,,-100.0,,-100.0,,,,,-100.0,,
SINALOA,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),-71.4,250.0,0.0,128.6,-43.8,-33.3,-16.7,20.0,-16.7,-40.0,433.3,-56.2,-57.1,33.3,50.0,0.0,66.7,-30.0,-42.9
SINALOA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),50.0,0.0,-23.8,-6.2,73.3,-15.4,-18.2,-11.1,375.0,39.5,8.5,-14.8,39.8,0.7,15.2,-11.3,35.5,0.0,-4.2
SINALOA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
SINALOA,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),,-66.7,100.0,50.0,-33.3,-50.0,0.0,300.0,-100.0,,-50.0,400.0,40.0,14.3,-50.0,0.0,-50.0,200.0,16.7
SINALOA,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),,,,,,0.0,-100.0,,-100.0,,,-100.0,,,,,,,-100.0
SINALOA,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",-100.0,,-50.0,-100.0,,-100.0,,,,100.0,-100.0,,200.0,-66.7,-100.0,,-100.0,,-100.0
SINALOA,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,-69.2,100.0,50.0,-25.0,0.0,11.1,110.0,-57.1,0.0,-44.4,160.0,-23.1,-30.0,114.3,-20.0,-41.7,114.3,6.7,18.8
SINALOA,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,-33.3,450.0,-54.5,-80.0,100.0,-50.0,400.0,0.0,-20.0,125.0,-55.6,-25.0,66.7,-40.0,266.7,-63.6,25.0,-80.0,500.0
SINALOA,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0.0,-100.0,,300.0,-50.0,-50.0,300.0,-25.0,-66.7,200.0,-66.7,0.0,100.0,0.0,-50.0,200.0,-66.7,100.0,50.0
SINALOA,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,-100.0,,0.0,300.0,-100.0,,0.0,200.0,33.3,0.0,50.0,66.7,10.0,-45.5,-16.7,-40.0,166.7,-50.0,-25.0
SINALOA,OTROS DELITOS,ELECTORALES,,,,,,,,,,,,,,,,,,,
SINALOA,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,,,,,,,,,,-100.0,,,,,,,,
SINALOA,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",200.0,33.3,0.0,-50.0,100.0,-25.0,-66.7,100.0,-50.0,100.0,50.0,-66.7,0.0,100.0,150.0,-100.0,,-33.3,50.0
SINALOA,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,50.0,-100.0,,-20.0,0.0,-25.0,66.7,-40.0,0.0,-66.7,100.0,150.0,20.0,0.0,0.0,-50.0,133.3,-14.3,16.7
SINALOA,OTROS DELITOS,PATRIMONIALES,-13.3,-15.4,18.2,-3.8,-32.0,17.6,40.0,-42.9,106.2,-12.1,-10.3,-19.2,38.1,-20.7,43.5,0.0,-6.1,-25.8,-4.3
SINALOA,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,100.0,-50.0,200.0,-66.7,0.0,-100.0,,-33.3,-50.0,-100.0,,-100.0,,,200.0,-100.0,,,-100.0
SONORA,CONTRA LA SALUD,COMERCIO,,,,,,-100.0,,-33.3,-50.0,0.0,100.0,-100.0,,0.0,100.0,-100.0,,,0.0
SONORA,CONTRA LA SALUD,OTROS,,,,,100.0,-100.0,,-100.0,,-100.0,,-100.0,,0.0,0.0,100.0,0.0,-50.0,-100.0
SONORA,CONTRA LA SALUD,POSESION,41.7,-35.3,36.4,-46.7,12.5,11.1,40.0,85.7,0.0,-23.1,-70.0,150.0,6.7,56.2,-60.0,-50.0,140.0,108.3,-44.0
SONORA,CONTRA LA SALUD,PRODUCCION,-100.0,,-100.0,,-100.0,,,,,,-100.0,,-100.0,,,-100.0,,,
SONORA,CONTRA LA SALUD,SUMINISTRO,-100.0,,,,,,,,,,,,,,,,,,
SONORA,CONTRA LA SALUD,TRAFICO,-25.0,233.3,-20.0,-12.5,71.4,-25.0,0.0,11.1,-50.0,140.0,-16.7,-40.0,66.7,10.0,-9.1,-20.0,50.0,-66.7,25.0
SONORA,CONTRA LA SALUD,TRANSPORTE,-66.7,100.0,50.0,-55.6,350.0,-11.1,-12.5,-7.1,7.7,0.0,-35.7,-11.1,12.5,77.8,-12.5,-28.6,-20.0,50.0,50.0
SONORA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,,-100.0,,-66.7,-100.0,,0.0,-100.0,,,-100.0,,-100.0,,-100.0,,,0.0
SONORA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,,,200.0,-100.0,,-100.0,,,,0.0,-50.0,-100.0,,50.0,-66.7,-100.0,,-100.0,
SONORA,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,-100.0,,,-100.0,,33.3,25.0,-20.0,100.0,-37.5,0.0,20.0,33.3,-87.5,600.0,28.6,33.3,-8.3,-54.5
SONORA,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,,0.0,-100.0,,,,,,,,,,,,-100.0,,,,
SONORA,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),-66.7,300.0,-41.7,100.0,85.7,-50.0,84.6,0.0,-8.3,-13.6,-21.1,6.7,18.8,-10.5,5.9,16.7,23.8,-26.9,-31.6
SONORA,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),,,,,0.0,-100.0,,,,-100.0,,,-50.0,-100.0,,,200.0,-66.7,0.0
SONORA,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,400.0,80.0,-66.7,-33.3,50.0,66.7,-20.0,0.0,75.0,-71.4,100.0,-75.0,-100.0,,-100.0,,100.0,-50.0,-100.0
SONORA,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),125.0,11.1,70.0,-41.2,-40.0,16.7,42.9,0.0,50.0,-13.3,-30.8,11.1,-40.0,16.7,0.0,14.3,25.0,60.0,-6.2
SONORA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),-5.1,10.7,-6.0,21.8,-11.6,17.9,9.1,9.3,-6.8,15.5,2.4,-28.5,51.6,19.9,11.8,-24.9,-15.5,2.5,-21.1
SONORA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
SONORA,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),0.0,-100.0,,-50.0,-50.0,-100.0,,-50.0,125.0,-33.3,-16.7,0.0,40.0,0.0,0.0,71.4,0.0,16.7,-50.0
SONORA,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),,,,,500.0,66.7,-100.0,,,0.0,-100.0,,-100.0,,,,,200.0,-66.7
SONORA,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",100.0,-100.0,,,,-100.0,,,,100.0,-50.0,100.0,0.0,-50.0,0.0,-100.0,,,-100.0
SONORA,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,100.0,-56.2,114.3,-13.3,-7.7,50.0,-22.2,7.1,-46.7,0.0,-50.0,-50.0,400.0,20.0,25.0,-20.0,75.0,-28.6,46.7
SONORA,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,66.7,-30.0,-14.3,16.7,0.0,-42.9,125.0,55.6,-42.9,37.5,0.0,-18.2,-33.3,-50.0,166.7,-50.0,125.0,-11.1,12.5
SONORA,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,100.0,200.0,-83.3,-100.0,,,-100.0,,0.0,300.0,-100.0,,,,-100.0,,-33.3,-75.0,-100.0
SONORA,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,100.0,0.0,-50.0,0.0,100.0,-50.0,0.0,133.3,-57.1,200.0,-66.7,133.3,-42.9,100.0,-37.5,0.0,0.0,-80.0,100.0
SONORA,OTROS DELITOS,ELECTORALES,,,,,,-100.0,,,,,,,,,,,,,
SONORA,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,,,,,,,,,,-100.0,,,,,,,,
SONORA,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",50.0,83.3,18.2,-76.9,200.0,-66.7,100.0,0.0,-83.3,200.0,-33.3,50.0,300.0,-83.3,0.0,150.0,-80.0,100.0,0.0
SONORA,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,0.0,160.0,-23.1,30.0,-38.5,25.0,10.0,63.6,-44.4,-30.0,28.6,-33.3,16.7,0.0,28.6,33.3,-16.7,0.0,10.0
SONORA,OTROS DELITOS,PATRIMONIALES,-11.1,9.4,-4.3,10.4,-9.5,38.8,1.1,-42.6,13.0,21.3,-35.1,-2.1,146.8,-36.2,-23.0,52.6,-17.2,-13.9,88.7
SONORA,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,100.0,-100.0,,,,-100.0,,100.0,-50.0,0.0,0.0,-100.0,,100.0,0.0,-50.0,-100.0,,0.0
TABASCO,CONTRA LA SALUD,COMERCIO,,,,,,,,-100.0,,,100.0,-100.0,,,200.0,-100.0,,,100.0
TABASCO,CONTRA LA SALUD,OTROS,,,,,,,,,,,,,,,,,,,
TABASCO,CONTRA LA SALUD,POSESION,,,,-100.0,,-100.0,,,,,,,,0.0,100.0,-50.0,100.0,-50.0,0.0
TABASCO,CONTRA LA SALUD,PRODUCCION,,,,,,,,,,,,,,,,,,,
TABASCO,CONTRA LA SALUD,SUMINISTRO,,,,,,,,,,,,,,,,,,,
TABASCO,CONTRA LA SALUD,TRAFICO,-100.0,,,,,,,,-100.0,,-100.0,,,,,,,,
TABASCO,CONTRA LA SALUD,TRANSPORTE,,,,,,,,0.0,-100.0,,,,,-100.0,,,,,
TABASCO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,,,,,,,,,,,,,,,,,,
TABASCO,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,-100.0,,,-100.0,,,,,-100.0,,,,,0.0,-100.0,,,,
TABASCO,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,,-100.0,,-40.0,200.0,-33.3,83.3,-45.5,16.7,-14.3,-83.3,300.0,150.0,-50.0,100.0,-50.0,-40.0,133.3,-100.0
TABASCO,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,,,,,,,,,,,,,,,,,,,
TABASCO,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),-100.0,,,,-100.0,,-100.0,,-33.3,-100.0,,200.0,0.0,-100.0,,0.0,300.0,-50.0,-50.0
TABASCO,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),-100.0,,,,0.0,-100.0,,,,,-100.0,,,,,,,-50.0,0.0
TABASCO,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,,-85.7,0.0,400.0,60.0,0.0,-25.0,-66.7,-50.0,0.0,1000.0,-81.8,0.0,-100.0,,200.0,-66.7,0.0,0.0
TABASCO,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),-24.2,-8.0,17.4,-11.1,-4.2,4.3,-16.7,50.0,-50.0,33.3,70.0,-23.5,0.0,-61.5,170.0,-37.0,41.2,-4.2,-17.4
TABASCO,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),-12.5,157.1,16.7,9.5,0.0,-30.4,62.5,-19.2,38.1,27.6,-10.8,30.3,-30.2,93.3,-31.0,0.0,52.5,-19.7,44.9
TABASCO,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
TABASCO,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),4.3,20.8,3.4,-3.3,-3.4,7.1,50.0,-26.7,42.4,-34.0,-35.5,60.0,25.0,-5.0,-31.6,-11.5,91.3,18.2,3.8
TABASCO,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),,,,,100.0,100.0,-75.0,-100.0,,,,,,,,,,,-100.0
TABASCO,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",,,,-100.0,,-50.0,100.0,-100.0,,,,-100.0,,,,,,,-50.0
TABASCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,100.0,-62.5,100.0,-33.3,-50.0,50.0,100.0,-33.3,-50.0,-100.0,,-100.0,,50.0,-33.3,0.0,150.0,-80.0,400.0
TABASCO,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,0.0,60.0,-75.0,1100.0,-83.3,50.0,83.3,-45.5,-50.0,66.7,0.0,40.0,-42.9,-75.0,400.0,-80.0,200.0,0.0,0.0
TABASCO,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0.0,-100.0,,,,100.0,100.0,-50.0,-100.0,,,-83.3,-100.0,,,400.0,20.0,-50.0,-66.7
TABASCO,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,-100.0,,-66.7,400.0,-20.0,-75.0,0.0,-100.0,,,,100.0,-50.0,300.0,-50.0,-100.0,,,0.0
TABASCO,OTROS DELITOS,ELECTORALES,,,,,,,,,,,,,,,,,,,
TABASCO,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,,,,-100.0,,,,,,,,,,,,,,
TABASCO,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",-66.7,100.0,300.0,-75.0,50.0,166.7,-62.5,0.0,-33.3,-50.0,100.0,-50.0,200.0,-100.0,,,50.0,33.3,0.0
TABASCO,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,14.3,-50.0,75.0,42.9,-50.0,-20.0,0.0,200.0,33.3,-25.0,16.7,-71.4,25.0,80.0,0.0,-11.1,-12.5,-28.6,20.0
TABASCO,OTROS DELITOS,PATRIMONIALES,76.5,-53.3,21.4,5.9,-22.2,107.1,-6.9,-3.7,-42.3,0.0,13.3,17.6,-25.0,40.0,-19.0,23.5,-28.6,146.7,-40.5
TABASCO,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,-100.0,,,,,,,,,,,,,,,,-100.0,,
TAMAULIPAS,CONTRA LA SALUD,COMERCIO,,-100.0,,,,-100.0,,-100.0,,,,,,-50.0,-100.0,,-100.0,,
TAMAULIPAS,CONTRA LA SALUD,OTROS,,,,,,,,,,,,,,,,,,,
TAMAULIPAS,CONTRA LA SALUD,POSESION,-50.0,-100.0,,150.0,-20.0,-75.0,100.0,-50.0,-100.0,,100.0,100.0,-75.0,500.0,100.0,-75.0,33.3,100.0,0.0
TAMAULIPAS,CONTRA LA SALUD,PRODUCCION,,,,,,,,,,,,,,,,,,,
TAMAULIPAS,CONTRA LA SALUD,SUMINISTRO,,,,,,,,,,,,,,,,,,,
TAMAULIPAS,CONTRA LA SALUD,TRAFICO,-100.0,,-50.0,100.0,-50.0,100.0,-100.0,,,-50.0,-100.0,,,,0.0,0.0,-50.0,-50.0,100.0
TAMAULIPAS,CONTRA LA SALUD,TRANSPORTE,,,0.0,-100.0,,,-100.0,,-50.0,-100.0,,,,,100.0,0.0,-100.0,,
TAMAULIPAS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,,,,,,,-100.0,,-100.0,,100.0,-100.0,,-100.0,,,,,
TAMAULIPAS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,,0.0,100.0,0.0,50.0,-66.7,100.0,50.0,33.3,-75.0,300.0,-100.0,,,100.0,-50.0,200.0,-100.0,
TAMAULIPAS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,-66.7,-100.0,,100.0,-100.0,,-60.0,-100.0,,0.0,100.0,0.0,-100.0,,,,-50.0,0.0,0.0
TAMAULIPAS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,-100.0,,-100.0,,,,,,,-100.0,,,,-100.0,,,,-50.0,-100.0
TAMAULIPAS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),-60.0,100.0,-25.0,83.3,-9.1,180.0,-60.7,-36.4,-14.3,83.3,90.9,-14.3,-72.2,160.0,-23.1,40.0,28.6,11.1,-45.0
TAMAULIPAS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),-100.0,,,,,-100.0,,-100.0,,-33.3,-50.0,-100.0,,,,,,-100.0,
TAMAULIPAS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,-66.7,200.0,66.7,0.0,-80.0,200.0,-100.0,,,,,,,,0.0,-100.0,,-100.0,
TAMAULIPAS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),-33.3,125.0,-33.3,-16.7,120.0,0.0,-63.6,50.0,-33.3,175.0,-27.3,-37.5,20.0,33.3,62.5,-61.5,140.0,-66.7,125.0
TAMAULIPAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),-27.3,43.8,-13.0,31.2,-1.0,-13.5,14.4,-7.8,-6.3,-1.1,26.1,-40.5,7.6,52.1,-9.3,-29.6,0.0,2.9,-21.1
TAMAULIPAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),,,,,,,,,,,,,,,,,,,
TAMAULIPAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),178.3,-31.2,-25.0,72.7,-14.0,-4.1,-46.8,76.0,-18.2,-22.2,21.4,14.7,-10.3,-2.9,2.9,-2.9,-14.7,96.6,-52.6
TAMAULIPAS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),,,-100.0,,,500.0,-66.7,-50.0,-100.0,,,,,,-100.0,,,200.0,-100.0
TAMAULIPAS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",-100.0,,-100.0,,,,,0.0,0.0,-100.0,,,,0.0,-100.0,,,300.0,-25.0
TAMAULIPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,-75.0,100.0,50.0,-11.1,87.5,-40.0,0.0,-55.6,100.0,-37.5,40.0,71.4,-41.7,-28.6,80.0,288.9,-65.7,-16.7,-10.0
TAMAULIPAS,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,-16.7,20.0,33.3,12.5,0.0,-11.1,50.0,-50.0,50.0,-44.4,40.0,-42.9,100.0,-25.0,16.7,-42.9,-25.0,0.0,166.7
TAMAULIPAS,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0.0,0.0,300.0,-100.0,,0.0,0.0,-100.0,,-100.0,,50.0,-100.0,,,150.0,-80.0,400.0,0.0
TAMAULIPAS,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,80.0,-44.4,0.0,0.0,100.0,-70.0,33.3,25.0,120.0,-54.5,60.0,-25.0,-16.7,-20.0,-75.0,300.0,50.0,-83.3,200.0
TAMAULIPAS,OTROS DELITOS,ELECTORALES,,,,,,,,,,,,,,,,,,,
TAMAULIPAS,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,,,-100.0,,,,,-100.0,,,,,,,,-100.0,,,
TAMAULIPAS,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",-57.1,366.7,-85.7,150.0,-60.0,200.0,-50.0,-33.3,-50.0,700.0,-37.5,80.0,0.0,-77.8,-50.0,400.0,-40.0,0.0,66.7
TAMAULIPAS,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,57.1,-9.1,-60.0,75.0,-28.6,100.0,0.0,-60.0,100.0,75.0,-57.1,16.7,42.9,-40.0,50.0,-11.1,-50.0,125.0,-44.4
TAMAULIPAS,OTROS DELITOS,PATRIMONIALES,-2.9,0.0,45.6,-7.1,9.8,1.0,3.9,-20.8,21.4,6.9,-5.5,-41.7,-3.3,36.2,-20.3,-17.5,46.2,-27.6,-5.5
