AÑO,ENTIDAD,LEY,CONCEPTO,TIPO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE
2021,COLIMA,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2021,COLIMA,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
2021,COLIMA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",1,0,2,0,1,0,1,0.0,0.0,0.0,2.0,2.0
2021,COLIMA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,4,1,6,3,0,3,11,3.0,1.0,4.0,3.0,2.0
2021,CHIAPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),6,5,8,5,3,2,7,6.0,9.0,7.0,3.0,6.0
2021,CHIAPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),5,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0
2021,CHIAPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),6,14,33,31,42,29,33,20.0,20.0,21.0,30.0,36.0
2021,CHIAPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2021,CHIAPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),15,21,23,18,22,28,27,22.0,23.0,24.0,22.0,18.0
2021,CHIAPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,9,18,19,21,16,19,18,28.0,29.0,15.0,7.0,5.0
2021,CHIAPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,1,5,5,4,43,13,6.0,2.0,0.0,0.0,1.0
2021,CHIAPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),8,13,9,5,8,4,4,4.0,6.0,4.0,4.0,2.0
2021,CHIAPAS,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,3,2,13,1,5,9,9,6.0,7.0,3.0,4.0,1.0
2021,CHIAPAS,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2021,CHIAPAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,2,1,1,0,0.0,0.0,1.0,0.0,0.0
2021,CHIAPAS,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0
2021,CHIAPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,3,1,0,0,2,2,2.0,0.0,0.0,1.0,0.0
2021,CHIAPAS,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,5,5,17,17,13,13,22,21.0,25.0,29.0,19.0,18.0
2021,CHIHUAHUA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),11,6,11,7,6,10,7,6.0,9.0,3.0,3.0,6.0
2021,CHIHUAHUA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),2,0,0,0,1,0,0,1.0,0.0,0.0,0.0,3.0
2021,CHIHUAHUA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),4,3,13,8,11,2,3,2.0,5.0,13.0,2.0,9.0
2021,CHIHUAHUA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2021,CHIHUAHUA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),82,71,74,73,69,80,74,70.0,74.0,56.0,47.0,33.0
2021,CHIHUAHUA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,4,1,2,4,8,7,18,17.0,1.0,1.0,5.0,1.0
2021,CHIHUAHUA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,0,2,1,7,3,1.0,2.0,1.0,0.0,1.0
2021,CHIHUAHUA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),3,6,6,4,4,3,4,2.0,4.0,2.0,0.0,1.0
2021,CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,1,4,4,1,6,5,6,4.0,3.0,5.0,6.0,7.0
2021,CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
2021,CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2021,CHIHUAHUA,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,2,0,1,0.0,1.0,1.0,0.0,0.0
2021,CHIHUAHUA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",2,5,1,4,2,2,0,2.0,1.0,3.0,1.0,5.0
2021,CHIHUAHUA,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,2,2,4,6,4,4,4,1.0,5.0,17.0,8.0,6.0
2021,CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),7,13,19,21,20,20,26,20.0,16.0,28.0,18.0,26.0
2021,CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),35,41,46,41,33,30,36,16.0,17.0,28.0,15.0,22.0
2021,CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),7,19,7,3,0,6,3,5.0,3.0,5.0,1.0,19.0
2021,CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2021,CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),56,40,88,65,97,80,70,62.0,67.0,69.0,59.0,61.0
2021,CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,1,1,3,2,4,0,0,4.0,2.0,2.0,0.0,0.0
2021,CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),5,6,18,18,20,65,27,8.0,13.0,7.0,3.0,5.0
2021,CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),6,10,17,12,4,11,9,2.0,14.0,16.0,12.0,14.0
2021,CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,1,1,1,0,0,0,0.0,1.0,0.0,0.0,0.0
2021,CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,1,1,0,4,3,4,3,7.0,0.0,1.0,0.0,2.0
2021,CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,2,2,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0
2021,CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,1,3,1,4,7,2,3.0,4.0,6.0,1.0,3.0
2021,CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",157,179,217,205,176,170,181,170.0,196.0,178.0,204.0,192.0
2021,CIUDAD DE MEXICO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,15,29,35,49,40,36,48,49.0,33.0,39.0,52.0,42.0
2021,DURANGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),0,6,4,4,1,1,1,1.0,2.0,2.0,1.0,2.0
2021,DURANGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),3,3,1,0,0,1,3,0.0,1.0,1.0,1.0,0.0
2021,DURANGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),3,3,8,5,8,3,5,20.0,7.0,7.0,8.0,10.0
2021,DURANGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2021,DURANGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),4,6,13,5,10,7,6,14.0,2.0,9.0,5.0,3.0
2021,DURANGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,1,0,0,1,0,0,2.0,2.0,0.0,1.0,0.0
2021,DURANGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,1,2,3,10,0,1.0,0.0,0.0,0.0,1.0
2021,DURANGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),7,2,6,5,2,5,3,1.0,2.0,2.0,1.0,1.0
2021,DURANGO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2021,DURANGO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,1,0,1,1,0,1,0.0,0.0,0.0,0.0,1.0
2021,DURANGO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2021,DURANGO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2021,DURANGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",3,1,0,1,1,0,3,1.0,1.0,3.0,2.0,0.0
2021,DURANGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,3,5,10,8,12,11,13,6.0,17.0,3.0,9.0,18.0
2021,GUANAJUATO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),2,3,2,3,3,7,4,5.0,3.0,6.0,3.0,2.0
2021,GUANAJUATO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),2,1,2,1,3,1,1,2.0,0.0,5.0,3.0,2.0
2021,GUANAJUATO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),13,1,3,3,14,35,31,14.0,7.0,15.0,8.0,15.0
2021,GUANAJUATO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2021,GUANAJUATO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),82,67,93,68,80,81,79,79.0,62.0,79.0,69.0,78.0
2021,GUANAJUATO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,1,0,0,0,0,0,3,4.0,2.0,2.0,2.0,0.0
2021,GUANAJUATO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),2,0,1,7,9,13,6,3.0,1.0,0.0,0.0,0.0
2021,GUANAJUATO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),4,21,21,17,8,18,16,18.0,13.0,28.0,21.0,15.0
2021,GUANAJUATO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,1,1,2,1,0,0,2,3.0,1.0,3.0,2.0,2.0
2021,GUANAJUATO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,2,0,1,0,0,2.0,0.0,0.0,0.0,0.0
2021,GUANAJUATO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,1,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0
2021,GUANAJUATO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,2,0,0,0,0,0,1,1.0,1.0,0.0,1.0,2.0
2021,GUANAJUATO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",8,2,7,3,5,6,1,2.0,4.0,13.0,7.0,11.0
2021,GUANAJUATO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,21,17,26,24,31,25,25,21.0,38.0,45.0,35.0,29.0
2021,GUERRERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),0,0,1,1,4,1,5,5.0,4.0,6.0,10.0,3.0
2021,GUERRERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2021,GUERRERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),27,73,90,61,63,44,61,45.0,57.0,52.0,57.0,70.0
2021,GUERRERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2021,GUERRERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),51,36,39,30,21,45,37,30.0,26.0,33.0,31.0,33.0
2021,GUERRERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,1,0,2,0,0.0,0.0,1.0,0.0,0.0
2021,GUERRERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,1,2,3,2,5,6,0.0,0.0,0.0,0.0,0.0
2021,GUERRERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),1,0,0,1,0,0,1,1.0,1.0,3.0,0.0,2.0
2021,GUERRERO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,1,1,9,4,10,9,7,2.0,0.0,2.0,2.0,2.0
2021,GUERRERO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0
2021,GUERRERO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
2021,GUERRERO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,1,0,0,1,0,0,1.0,2.0,1.0,1.0,1.0
2021,GUERRERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,0,2,1,1,1,0,3.0,0.0,1.0,5.0,0.0
2021,GUERRERO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,4,3,12,10,1,15,12,4.0,2.0,5.0,5.0,3.0
2021,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),2,0,0,1,2,3,4,3.0,2.0,1.0,2.0,2.0
2021,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,2,0,1.0,0.0,1.0,1.0,0.0
2021,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),4,8,7,7,5,11,6,4.0,4.0,7.0,3.0,8.0
2021,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2021,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),16,25,20,14,25,14,22,16.0,12.0,25.0,20.0,8.0
2021,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,4,2,2,1,2,2,1,1.0,0.0,1.0,1.0,1.0
2021,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,4,3,4,4,6,3,0.0,1.0,0.0,1.0,0.0
2021,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),73,126,185,153,132,129,98,98.0,101.0,76.0,120.0,92.0
2021,HIDALGO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,2,3,1,1,1,0,1.0,0.0,0.0,0.0,0.0
2021,HIDALGO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0
2021,HIDALGO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2021,HIDALGO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,0,0,0,0,0,1,1.0,0.0,2.0,0.0,0.0
2021,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",16,21,28,35,20,45,38,41.0,27.0,23.0,30.0,23.0
2021,HIDALGO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,4,3,7,7,3,6,5,9.0,3.0,6.0,3.0,6.0
2021,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),17,4,2,10,7,13,2,13.0,7.0,8.0,11.0,8.0
2021,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),15,12,13,13,23,15,15,15.0,22.0,18.0,8.0,4.0
2021,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),11,12,8,9,10,9,5,9.0,5.0,5.0,9.0,7.0
2021,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2021,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),74,70,118,113,63,76,85,96.0,96.0,91.0,95.0,82.0
2021,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2021,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,2,2,6,5,11,7,3.0,2.0,1.0,0.0,0.0
2021,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),15,11,15,14,13,16,13,13.0,27.0,9.0,11.0,10.0
2021,JALISCO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,1,6,4,1,1,3,1,3.0,3.0,3.0,0.0,3.0
2021,JALISCO,OTRAS LEYES Y CODIGOS,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,2,4,2,1,2,2,1,0.0,7.0,2.0,1.0,2.0
2021,JALISCO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,1,1,2,1,1,2,0,0.0,1.0,1.0,1.0,1.0
2021,JALISCO,OTRAS LEYES Y CODIGOS,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,1,2,1,0,4,3,0.0,1.0,3.0,0.0,0.0
2021,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",44,20,18,15,17,9,13,16.0,16.0,12.0,8.0,12.0
2021,JALISCO,OTRAS LEYES Y CODIGOS,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,56,24,28,14,40,21,24,21.0,24.0,27.0,31.0,26.0
