ENTIDAD,CONCEPTO,TIPO,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07
COAHUILA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),4,4,5,8,3,9,2,7,7,6,8,12,14,10,9,12,3,9,9,7
COAHUILA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),31,32,29,16,37,11,19,25,18,14,11,11,31,35,25,21,11,14,41,23
COAHUILA,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,6,2
COAHUILA,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",1,1,1,0,1,2,2,3,0,3,3,3,1,1,1,1,1,0,1,0
COAHUILA,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,8,4,9,10,11,2,4,5,6,4,5,5,7,9,10,8,5,6,6,8
COAHUILA,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,4,10,13,16,3,14,8,20,10,3,6,7,7,9,7,10,15,16,11,13
COAHUILA,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,2,0,1,2
COAHUILA,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,0,2,1,6,3,4,6,2,0,2,2,1,1,1,2,1,3,4,4,1
COAHUILA,OTROS DELITOS,ELECTORALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COAHUILA,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",1,2,5,5,6,3,4,4,3,3,6,4,4,4,5,5,6,5,3,2
COAHUILA,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,6,3,3,2,4,5,6,5,2,3,2,2,4,2,3,3,5,3,0,3
COAHUILA,OTROS DELITOS,PATRIMONIALES,45,28,28,28,26,27,31,27,27,25,25,26,37,56,41,48,20,34,36,43
COAHUILA,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,5,3,5,4,4,2,1,2,0,1,1,1,2,4,2,8,2,7,4,4
COLIMA,CONTRA LA SALUD,COMERCIO,0,0,0,0,0,0,0,4,2,1,2,1,1,7,4,1,1,2,0,1
COLIMA,CONTRA LA SALUD,OTROS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,POSESION,13,11,15,13,9,12,15,22,23,10,24,16,18,27,21,24,18,19,11,38
COLIMA,CONTRA LA SALUD,PRODUCCION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,SUMINISTRO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,TRAFICO,1,3,0,0,0,2,1,1,1,0,3,0,1,1,0,0,0,2,0,0
COLIMA,CONTRA LA SALUD,TRANSPORTE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
COLIMA,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,16,5,9,9,2,5,6,2,0,1,0,2,0,0,0,0,0,0,1,0
COLIMA,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLIMA,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),2,2,1,3,1,0,1,2,2,1,1,1,0,0,1,1,0,2,2,1
COLIMA,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),1,10,9,9,6,3,13,7,10,10,14,11,15,5,5,6,7,7,4,4
COLIMA,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLIMA,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),4,4,9,9,8,6,8,2,4,4,6,0,2,1,1,3,3,3,0,3
COLIMA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),9,17,17,12,18,18,22,15,13,11,14,8,12,13,10,9,15,13,8,14
COLIMA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLIMA,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),1,0,0,1,0,3,1,0,0,0,3,1,2,3,0,0,1,0,1,2
COLIMA,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,0,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,2,0
COLIMA,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,2
COLIMA,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,3,4,4,6,7,3,1,2,1,4,6,5,4,2,5,7,14,1,4,2
COLIMA,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,4,8,5,3,5,6,3,5,1,6,3,4,10,5,3,5,2,6,2,1
COLIMA,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,1,1,2,0,1,1,0,0,4,3,2,1,1,0,1,1,3,1,2,3
COLIMA,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,3,2,0,3,0,2,2,3,2,0,1,0,0,1,1,0,0,0,0,5
COLIMA,OTROS DELITOS,ELECTORALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLIMA,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,0,3,9,15,8,20,5,5,10,17,8,7,11,5,5,1,8,11,3,7
COLIMA,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",2,0,3,1,0,2,4,4,1,0,4,1,2,1,1,0,2,1,0,1
