ENTIDAD,CONCEPTO,TIPO,2019,2020,2021,2022,2023,2024,2025
COAHUILA,CONTRA LA SALUD,CONTRA LA INTEGRIDAD CORPORAL,0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,CONTRA LA SALUD,0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,ELECTORALES,0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,"FALSEDAD, TITULO DECIMO TERCERO",0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,LEY DE MIGRACION,0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,OTRAS LEYES ESPECIALES,0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,OTROS,4,0,0,0,0,0,1
COAHUILA,CONTRA LA SALUD,OTROS DELITOS DEL C.P.F.,0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,PATRIMONIALES,0,0,0,0,0,0,0
COAHUILA,CONTRA LA SALUD,POSESION,63,41,55,36,57,67,71
COAHUILA,CONTRA LA SALUD,PRODUCCION,18,0,0,1,0,0,0
COAHUILA,CONTRA LA SALUD,SUMINISTRO,6,1,0,0,3,1,0
COAHUILA,CONTRA LA SALUD,TRAFICO,1,20,26,13,10,10,28
COAHUILA,CONTRA LA SALUD,TRANSPORTE,9,43,48,16,7,25,25
COAHUILA,CONTRA LA SALUD,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CODIGO FISCAL DE LA FEDERACION (C.F.F.),0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),COMERCIO,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),COMETIDOS POR SERVIDORES PUBLICOS,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA INTEGRIDAD CORPORAL,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,1,0,1,0,0,0,1
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),ELECTORALES,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),"FALSEDAD, TITULO DECIMO TERCERO",0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),LEY DE MIGRACION,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTRAS LEYES ESPECIALES,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS DEL C.P.F.,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,1,0,0,0,3,0,1
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),PATRIMONIALES,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),POSESION,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),PRODUCCION,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),SUMINISTRO,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),TRAFICO,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),TRANSPORTE,0,0,0,0,0,0,0
COAHUILA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),VIAS DE COMUNICACION Y CORRESPONDENCIA,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),CODIGO FISCAL DE LA FEDERACION (C.F.F.),0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),COMERCIO,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),COMETIDOS POR SERVIDORES PUBLICOS,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA INTEGRIDAD CORPORAL,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,2,2,1,1,1,1,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),ELECTORALES,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),"FALSEDAD, TITULO DECIMO TERCERO",0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),LEY DE MIGRACION,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),OTRAS LEYES ESPECIALES,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),OTROS,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS DEL C.P.F.,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),OTROS DELITOS PREVISTOS EN LA L.G.S.,2,2,0,1,0,1,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),PATRIMONIALES,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),POSESION,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),PRODUCCION,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),SUMINISTRO,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),TRAFICO,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),TRANSPORTE,0,0,0,0,0,0,0
COAHUILA,LEY GENERAL DE SALUD (L.G.S.),VIAS DE COMUNICACION Y CORRESPONDENCIA,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),40,26,17,24,28,32,44
COAHUILA,OTRAS LEYES Y CODIGOS,COMERCIO,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,COMETIDOS POR SERVIDORES PUBLICOS,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,CONTRA LA INTEGRIDAD CORPORAL,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,CONTRA LA SALUD,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,ELECTORALES,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,"FALSEDAD, TITULO DECIMO TERCERO",0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),5,3,5,6,2,1,12
COAHUILA,OTRAS LEYES Y CODIGOS,LEY DE MIGRACION,35,6,65,59,22,15,5
COAHUILA,OTRAS LEYES Y CODIGOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),10,7,7,6,21,36,10
COAHUILA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),86,70,62,86,53,38,59
COAHUILA,OTRAS LEYES Y CODIGOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),63,87,85,64,113,169,170
COAHUILA,OTRAS LEYES Y CODIGOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),4,20,21,1,2,4,8
COAHUILA,OTRAS LEYES Y CODIGOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",10,5,6,4,5,10,5
COAHUILA,OTRAS LEYES Y CODIGOS,OTRAS LEYES ESPECIALES,74,49,55,55,35,45,52
COAHUILA,OTRAS LEYES Y CODIGOS,OTROS,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,OTROS DELITOS DEL C.P.F.,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,PATRIMONIALES,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,POSESION,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,PRODUCCION,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,SUMINISTRO,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,TRAFICO,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,TRANSPORTE,0,0,0,0,0,0,0
COAHUILA,OTRAS LEYES Y CODIGOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,CODIGO FISCAL DE LA FEDERACION (C.F.F.),0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,COMERCIO,0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,COMETIDOS POR SERVIDORES PUBLICOS,40,37,63,70,95,84,81
COAHUILA,OTROS DELITOS,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,8,3,7,0,2,1,10
COAHUILA,OTROS DELITOS,CONTRA LA INTEGRIDAD CORPORAL,10,11,27,13,12,24,16
COAHUILA,OTROS DELITOS,CONTRA LA SALUD,0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,ELECTORALES,0,0,0,0,0,0,1
COAHUILA,OTROS DELITOS,EN MATERIA DE DERECHOS DE AUTOR,4,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,"FALSEDAD, TITULO DECIMO TERCERO",48,22,16,46,23,29,30
COAHUILA,OTROS DELITOS,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,LEY DE MIGRACION,0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,OTRAS LEYES ESPECIALES,0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,OTROS,0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,OTROS DELITOS DEL C.P.F.,33,23,44,35,26,28,19
COAHUILA,OTROS DELITOS,OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,PATRIMONIALES,190,100,179,273,286,195,278
COAHUILA,OTROS DELITOS,POSESION,0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,PRODUCCION,0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,SUMINISTRO,0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,TRAFICO,0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,TRANSPORTE,0,0,0,0,0,0,0
COAHUILA,OTROS DELITOS,VIAS DE COMUNICACION Y CORRESPONDENCIA,19,18,27,24,8,21,31
COLIMA,CONTRA LA SALUD,CODIGO FISCAL DE LA FEDERACION (C.F.F.),0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,COMERCIO,3,6,0,24,2,4,16
COLIMA,CONTRA LA SALUD,COMETIDOS POR SERVIDORES PUBLICOS,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,CONTRA LA INTEGRIDAD CORPORAL,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,CONTRA LA SALUD,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,ELECTORALES,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,"FALSEDAD, TITULO DECIMO TERCERO",0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,LEY DE MIGRACION,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,OTRAS LEYES ESPECIALES,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,OTROS,1,1,1,2,1,2,0
COLIMA,CONTRA LA SALUD,OTROS DELITOS DEL C.P.F.,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,PATRIMONIALES,0,0,0,0,0,0,0
COLIMA,CONTRA LA SALUD,POSESION,45,40,51,101,111,97,158
COLIMA,CONTRA LA SALUD,PRODUCCION,11,1,1,2,1,0,0
COLIMA,CONTRA LA SALUD,SUMINISTRO,1,0,0,0,0,1,0
COLIMA,CONTRA LA SALUD,TRAFICO,6,8,6,10,5,7,3
COLIMA,CONTRA LA SALUD,TRANSPORTE,0,1,0,3,0,1,1
COLIMA,CONTRA LA SALUD,VIAS DE COMUNICACION Y CORRESPONDENCIA,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CODIGO FISCAL DE LA FEDERACION (C.F.F.),0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),COMERCIO,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),COMETIDOS POR SERVIDORES PUBLICOS,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA EL AMBIENTE Y LA GESTION AMBIENTAL,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA INTEGRIDAD CORPORAL,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD,2,0,0,0,0,0,1
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),CONTRA LA SALUD EN SU MODALIDAD DE NARCOMENUDEO,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),ELECTORALES,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),EN MATERIA DE DERECHOS DE AUTOR,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),"FALSEDAD, TITULO DECIMO TERCERO",0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),LEY DE LA PROPIEDAD INDUSTRIAL (L.P.I.),0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),LEY DE MIGRACION,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),LEY DE VIAS GENERALES DE COMUNICACION (L.V.G.C.),0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),LEY FEDERAL DE ARMAS DE FUEGO Y EXPLOSIVOS (L.F.A.F.E.),0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),LEY FEDERAL DEL DERECHO DE AUTOR (L.F.D.A.),0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),LEY FEDERAL PARA PREVENIR Y SANCIONAR LOS DELITOS COMETIDOS EN MATERIA DE HIDROCARBUROS (L.F.P.S.D.C.M.H.),0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),LEY GENERAL EN MATERIA DE DELITOS ELECTORALES (L.G.M.D.E.),0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),"LEYES DE INSTITUCIONES DE CREDITO, INVERSION, FIANZAS Y SEGUROS",0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTRAS LEYES ESPECIALES,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS DEL C.P.F.,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.F.C.D.O.,0,2,0,1,0,1,3
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),OTROS DELITOS PREVISTOS EN LA L.G.S.,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),PATRIMONIALES,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),POSESION,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),PRODUCCION,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),SUMINISTRO,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),TRAFICO,0,0,0,0,0,0,0
COLIMA,LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA (L.F.C.D.O.),TRANSPORTE,0,0,0,0,0,0,0
